,Start Time:,2025-10-16 08:00:00, End Time:,2025-10-18 08:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,M8,M3,F8,F4,M4,F2,F7,M5
2025-10-16 08:00:00,32,86.13,187,170,169.75,127.05,43.67,28.05,57.62
2025-10-16 09:00:00,33,19.85,46.88,52.73,29.24,10.93,15.21,19.05,17.45
2025-10-16 10:00:00,34,48.06,35.7,23.66,15.04,53.52,35.8,11.35,18.19
2025-10-16 11:00:00,35,81.9,36.39,101.31,37.37,21.4,52.29,44.81,23.94
2025-10-16 12:00:00,36,16.12,26.58,15.78,27.79,27.46,31.1,18.26,93.67
2025-10-16 13:00:00,37,66.42,20.19,36.34,188.47,40.69,12.61,16.94,15.92
2025-10-16 14:00:00,38,42.08,117,22.13,17.73,45.79,31.16,21.89,10.51
2025-10-16 15:00:00,39,16.78,15.44,29.37,20.06,53.38,26.76,28.26,32.95
2025-10-16 16:00:00,40,22,25.35,26.84,37.71,16.38,32.93,52.06,21.57
2025-10-16 17:00:00,41,24.76,12.61,72.24,25.11,74.92,19.06,25.59,14.1
2025-10-16 18:00:00,42,98.38,88.32,13.24,27.36,31.2,42.5,11.57,21.77
2025-10-16 19:00:00,43,11.79,22.21,93.33,95.26,94.92,66.06,34.04,33.09
2025-10-16 20:00:00,44,109.52,437.25,109.77,1194,140.61,3596,190.89,197.53
2025-10-16 21:00:00,45,37.33,504.57,346.2,711.2,314.73,589.67,437.25,242.46
2025-10-16 22:00:00,46,64.16,57.54,33.23,3596,313.09,3596,306.91,40.05
2025-10-16 23:00:00,47,52.56,69.27,89.17,1793,36.58,81.42,287.17,712.4
2025-10-17 00:00:00,48,42.67,152.22,230.4,156.71,46.31,15.09,54.78,89.58
2025-10-17 01:00:00,49,86.33,37.26,390.22,16.57,130.1,77.41,210.5,146.29
2025-10-17 02:00:00,50,39.71,65.17,133.7,12.21,31.51,438.75,157.81,49.38
2025-10-17 03:00:00,51,30.4,1791,11.73,498.86,50.17,16.24,29.53,28.98
2025-10-17 04:00:00,52,43.18,67.33,12.98,104.08,389.11,35.4,15.81,260.31
2025-10-17 05:00:00,53,146,198.53,119.83,28.13,244,714.4,58.92,1190
2025-10-17 06:00:00,54,93.55,124.73,441.75,439.5,32.1,385.56,112.15,21.53
2025-10-17 07:00:00,55,39.42,503.71,706,42.42,102.24,1194.67,23.78,149.47
2025-10-17 08:00:00,56,389.33,357.5,216,78.58,53.96,43.54,244.86,147.89
2025-10-17 09:00:00,57,54.34,43,53.94,21.95,15,17.53,48.47,42.56
2025-10-17 10:00:00,58,9.95,17.07,14.33,106.21,35.44,44.39,33.71,25.69
2025-10-17 11:00:00,59,20.41,49.03,27.12,12.11,19.67,32.64,56.71,21.44
2025-10-17 12:00:00,60,109.41,19.79,136.64,34.9,29.59,18.63,16.47,60.6
2025-10-17 13:00:00,61,10.14,506.29,11.71,35.86,31.37,31.47,142.74,102.21
2025-10-17 14:00:00,62,153.16,17.52,34.25,9.14,19.33,7.2,11.47,10.74
2025-10-17 15:00:00,63,45.93,8.4,10,25,10,17.25,48.51,31.76
2025-10-17 16:00:00,64,28.2,20.47,19.58,16.65,13.02,158.84,18.88,13.02
2025-10-17 17:00:00,65,39.03,19.62,27.5,63.09,68.24,16.4,15.1,24.56
2025-10-17 18:00:00,66,15.14,26.41,44.76,7.91,27,25.14,30.54,27.82
2025-10-17 19:00:00,67,49.12,48.67,21.84,33.76,28.32,52.65,39.38,43.66
2025-10-17 20:00:00,68,122.87,296.36,88.89,889.5,241.14,3596,341.2,138.48
2025-10-17 21:00:00,69,50.77,318,230.53,350,104.44,894,241.57,103.15
2025-10-17 22:00:00,70,62.23,132.89,263.69,1191.33,38,3596,267.08,199.47
2025-10-17 23:00:00,71,53.11,87.78,75.95,252.31,174.32,888,886,108.92
2025-10-18 00:00:00,72,94.65,86.67,21.23,30.4,60.31,46.21,282.5,48.39
2025-10-18 01:00:00,73,39.21,85.1,84.5,89.79,287.5,14.65,142.7,56.27
2025-10-18 02:00:00,74,236,433.25,170.6,79.57,32.5,414.75,34.19,131.36
2025-10-18 03:00:00,75,25.18,19.33,66.58,32.65,20.98,31.78,17.51,26.07
2025-10-18 04:00:00,76,94.76,35.46,9.2,16.62,150.7,62.71,78.31,30.38
2025-10-18 05:00:00,77,60.55,154.2,31.77,441.5,318.73,350.4,110,289.83
2025-10-18 06:00:00,78,49.95,100.71,392,392.22,246.14,592.67,55.16,146.5
2025-10-18 07:00:00,79,30.98,51.3,189.56,302.91,385.11,40.48,9.33,29.05
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,