Time Stamp:,Linear Time:,F1,F2,F3,F4,F5,F6,F7,F8
2025-09-08 15:00:00,15,5.56,6.89,2.33,0.56,5,2.67,7.39,4.94
2025-09-08 16:00:00,16,9.61,11.22,9.33,4.06,9.17,8.06,10,11.78
2025-09-08 17:00:00,17,8.33,9.11,9.33,9.89,8.89,9.5,8.44,9.94
2025-09-08 18:00:00,18,10.78,8.56,8.5,8.61,6.44,10.39,7.56,2.89
2025-09-08 19:00:00,19,14.83,10.39,6.56,4.89,14.11,9.67,7.5,11.44
2025-09-08 20:00:00,20,10.33,0.28,0.78,4.67,0.56,0.78,3.61,2.44
2025-09-08 21:00:00,21,14.94,2,0.33,1.89,4,4.11,0,1.22
2025-09-08 22:00:00,22,13.06,3.94,1.56,1.33,5.17,0.78,0.67,1.78
2025-09-08 23:00:00,23,18.78,16.72,3.17,2.94,10.72,10.94,1.33,1.17
2025-09-09 00:00:00,24,19.11,14.61,4.39,3.28,4.78,10.22,12.22,7.17
2025-09-09 01:00:00,25,3.94,11.11,3.56,11.17,4.06,0.5,0.44,11.56
2025-09-09 02:00:00,26,14.67,2.39,1.94,4.5,3.72,9.56,1.83,9.17
2025-09-09 03:00:00,27,13.67,2.39,9.11,4.39,5.39,8.44,6.28,6.33
2025-09-09 04:00:00,28,19.39,3.17,4.17,3.83,8.89,2.22,0.56,2.44
2025-09-09 05:00:00,29,16.61,2.44,18.56,7.33,5.44,8.17,1.78,3.67
2025-09-09 06:00:00,30,6.89,8.22,13.61,5.11,5.22,12.39,8.44,5.33
2025-09-09 07:00:00,31,0.56,11.28,7.28,6.94,4.89,6.22,4.61,7
2025-09-09 08:00:00,32,8.61,6.11,6.5,3.94,5.22,8.44,2.56,3.28
2025-09-09 09:00:00,33,15.33,12.5,16.28,12.39,8.83,7.67,9.44,10.56
2025-09-09 10:00:00,34,12.56,11.67,10.5,7.28,11.5,6.78,7.78,9.22
2025-09-09 11:00:00,35,15.39,8.28,14.22,7.89,7.11,5,3.89,10.17
2025-09-09 12:00:00,36,13.61,12.72,15.78,7.44,7.67,7.83,13.44,8.72
2025-09-09 13:00:00,37,16.44,11.22,8.61,9.78,8.44,5.33,10.39,5.5
2025-09-09 14:00:00,38,15.11,9.94,14.17,9,4.89,7.67,6.67,9.61
2025-09-09 15:00:00,39,13.83,10.5,9.83,4.61,6.17,10.44,2.39,4.67
2025-09-09 16:00:00,40,12.61,12.44,6.56,8.72,4.39,8.61,4.72,5.22
2025-09-09 17:00:00,41,17.61,9.78,10.78,2,10.28,1.61,8.22,4.61
2025-09-09 18:00:00,42,13.33,9.17,12.17,4,4.83,7.72,3.67,6.72
2025-09-09 19:00:00,43,11.83,13.94,7,4.61,6.33,6.5,6.28,3.83
2025-09-09 20:00:00,44,19.83,4.06,4.56,2.61,3.33,0,0.5,2.89
2025-09-09 21:00:00,45,17.28,0.44,2.61,0.72,6.56,5.5,2.11,1.56
2025-09-09 22:00:00,46,2.61,4.44,6.39,2.06,4.72,4.67,0.83,2.06
2025-09-09 23:00:00,47,5.67,8.17,7.94,6.39,4.67,1.44,6.89,2.11
2025-09-10 00:00:00,48,11.22,11,4.78,6,2.11,4.39,8.06,9.5
2025-09-10 01:00:00,49,0.94,4.17,1.44,2.72,5.39,13.33,0.94,4.44
2025-09-10 02:00:00,50,4.78,2.72,2.17,3.17,5.5,5.89,0.5,3.5
2025-09-10 03:00:00,51,20.78,7.94,4.22,6.61,3.89,4.56,3.67,1.06
2025-09-10 04:00:00,52,7.5,6.5,6.72,2.22,0.83,6.39,3.44,3.67
2025-09-10 05:00:00,53,8.56,1.56,7.28,5.67,2.28,5.11,1.22,8.5
2025-09-10 06:00:00,54,6.28,1.39,2.83,11.44,4.11,1.89,7.56,4.22
2025-09-10 07:00:00,55,8.44,11.56,4.56,8.83,4.78,9.67,9.17,1.22
2025-09-10 08:00:00,56,7.5,1.67,1.61,2.94,1.61,3.33,1.22,2.83
2025-09-10 09:00:00,57,15.61,6.5,8.72,4.28,7.33,12.5,5.56,6.33
2025-09-10 10:00:00,58,10.17,8.39,12.28,4.5,7.22,9.44,3.83,7.61
2025-09-10 11:00:00,59,7.11,12.22,9,5.44,8.78,4.06,6.56,4.89
2025-09-10 12:00:00,60,11.28,15.72,7.61,4.39,9.72,4.72,7.72,8.17
2025-09-10 13:00:00,61,6.33,12.44,6.33,4.94,8.89,6.22,13.33,4.5
2025-09-10 14:00:00,62,6.72,20.78,9.06,4.39,14.39,9.22,9.11,5.22
2025-09-10 15:00:00,63,6,10.83,4.78,8.17,6.56,10.06,9.72,8.11
2025-09-10 16:00:00,64,6.11,8.61,7.33,6.56,13.56,7.28,7.72,5.67
2025-09-10 17:00:00,65,9.39,18.11,10.67,1.22,7,10.78,10.39,8.11
2025-09-10 18:00:00,66,16.56,16.78,8.5,10.39,4.39,11,8.33,10.61
2025-09-10 19:00:00,67,8.11,18.67,5.61,10.61,7.06,10.11,12.28,13.89
2025-09-10 20:00:00,68,5.39,4.83,6.67,1.56,7.39,0.28,7.89,3.78
2025-09-10 21:00:00,69,6.89,1.44,0.94,1.5,0.89,3.83,1.28,6.61
2025-09-10 22:00:00,70,15.5,0.94,1.11,1.78,4.22,2,0.39,5.61
2025-09-10 23:00:00,71,13.06,8,2.33,1.33,6.11,8,0.5,4.17
2025-09-11 00:00:00,72,12.22,1.22,2.44,2.28,5.67,10.72,1.11,3.5
2025-09-11 01:00:00,73,15.72,15.72,3.72,2.72,4.78,1.78,0.89,6.89
2025-09-11 02:00:00,74,12.28,12.89,4.44,5,2.61,4.39,10.11,6.72
2025-09-11 03:00:00,75,2.56,12.89,3.72,9.89,6,11.22,4.22,6.22
2025-09-11 04:00:00,76,15.39,0.28,4.89,3.17,1.89,3.39,1.17,2.22
2025-09-11 05:00:00,77,8.94,1.78,3,3.89,5.89,3.39,5.83,3.11
2025-09-11 06:00:00,78,2.61,1.17,3.33,6.56,5.72,5.39,7.39,2
2025-09-11 07:00:00,79,13.28,0.72,7.17,7.33,8.5,13.33,3.56,2.33